userId,movieId,rating
5,1127,1
5,1704,3
5,3163,5
5,2291,5
5,1635,4
5,1279,1
5,2721,3
5,1921,4
5,2725,2
5,2580,4
5,3386,2
5,968,3
5,896,4
5,3020,1
5,1788,3
5,608,4
5,1429,3
5,2159,1
5,1643,3
5,3249,1
5,1719,3
5,2806,2
5,321,3
5,2013,3
5,1794,3
5,2599,5
5,1500,3
5,3105,2
5,1509,3
5,1721,1
5,1722,2
5,908,4
5,1580,4
5,1653,2
5,2384,3
5,1729,4
5,3476,3
5,2890,4
5,3113,1
5,16,3
5,265,3
5,2029,4
5,194,3
5,551,4
5,1513,4
5,3046,3
5,1089,5
5,913,5
5,1730,4
5,3408,3
5,2607,2
5,1733,3
5,2390,4
5,1734,4
5,3266,2
5,919,4
5,3624,3
5,1594,1
5,2683,3
5,412,2
5,2759,3
5,272,3
5,3051,2
5,348,4
5,2323,4
5,1093,2
5,29,5
5,1529,4
5,497,3
5,1747,2
5,2908,4
5,2762,3
5,2692,4
5,3499,3
5,353,2
5,1243,3
5,1897,4
5,1171,4
5,3786,3
5,34,4
5,356,1
5,357,2
5,36,3
5,714,4
6,2406,5
6,1101,4
6,3717,4
6,1688,5
6,1035,5
6,3578,4
6,3072,4
6,296,2
6,48,5
6,3074,5
6,1188,4
6,3508,3
6,1043,4
6,2858,1
6,377,3
6,590,3
6,595,4
6,597,5
6,383,4
6,1569,4
6,2006,4
6,2081,4
6,2082,3
6,3600,3
6,2802,4
6,3536,5
6,3682,3
6,2017,3
6,3610,3
6,1296,3
6,838,4
6,1947,5
6,266,4
6,17,4
6,3699,4
6,1441,4
6,912,4
6,199,5
6,1806,3
6,3624,4
6,2469,3
6,2321,3
6,1380,5
6,920,4
6,569,4
6,1674,4
6,3565,4
6,1028,4
7,648,4
7,861,4
7,2916,5
7,6,4
7,442,4
7,733,5
7,377,3
7,2353,5
7,1196,5
7,2571,5
7,380,5
7,1997,5
7,1270,4
7,457,5
7,1573,4
7,1722,4
7,3256,5
7,1580,4
7,110,5
7,1221,4
7,480,4
8,39,3
8,2336,3
8,288,5
8,2916,5
8,506,3
8,508,3
8,3213,3
8,42,3
8,3500,3
8,296,5
8,3147,5
8,3148,3
8,2702,3
8,1476,3
8,2490,2
8,1836,4
8,1693,3
8,150,4
8,1,4
8,4,3
8,3006,3
8,1621,3
8,1265,5
8,377,4
8,3155,3
8,2427,5
8,58,5
8,2712,3
8,2429,2
8,1840,4
8,230,4
8,1120,4
8,161,3
8,163,5
8,1059,3
8,527,4
8,454,3
8,1274,5
8,741,5
8,2291,5
8,1639,5
8,2297,3
8,2006,3
8,465,5
8,1711,3
8,2442,4
8,73,4
8,3246,4
8,105,4
8,1210,4
8,253,5
8,3105,4
8,3107,5
8,3252,3
8,1721,5
8,3256,5
8,3257,3
8,1653,5
8,1580,4
8,110,5
8,111,5
8,3259,4
8,3186,4
8,1589,4
8,2023,3
8,2028,5
8,337,5
8,265,4
8,16,4
8,17,4
8,269,4
8,555,4
8,1730,4
8,3265,5
8,3267,5
8,2686,4
8,2688,3
8,345,3
8,2320,2
8,24,4
8,349,4
8,562,5
8,1810,2
8,3418,3
8,2908,3
8,1678,5
8,2699,5
8,282,3
8,36,4
9,2268,4
9,1466,4
9,1393,3
9,861,2
9,1682,4
9,3717,3
9,3793,4
9,367,3
9,47,5
9,3147,4
9,3148,3
9,150,3
9,3298,4
9,1,5
9,50,4
9,3510,3
9,1552,2
9,3513,3
9,1912,3
9,2571,5
9,597,3
9,300,4
9,162,4
9,524,4
9,1343,3
9,527,5
9,3160,3
9,529,5
9,457,5
9,1704,4
9,745,4
9,2294,4
9,1921,4
9,1923,5
9,1784,3
9,1060,4
9,318,5
9,608,4
9,1356,3
9,1358,4
9,3751,4
9,3826,2
9,3755,2
9,2599,2
9,2302,4
9,1500,4
9,2959,4
9,1148,4
9,2166,4
9,3253,4
9,3255,4
9,1653,4
9,838,3
9,1221,4
9,1223,4
9,2890,5
9,16,4
9,480,4
9,1089,4
9,3408,4
9,3623,4
9,778,5
9,1669,3
9,3484,2
9,412,3
9,3916,3
9,994,4
9,1233,3
9,1307,4
9,2324,5
9,920,3
9,3270,3
9,2692,4
9,1310,3
10,648,4
10,2628,3
10,3358,5
10,3359,3
10,2125,5
10,1250,3
10,1252,3
10,720,5
10,3868,3
10,3869,3
10,1256,3
10,3500,5
10,1257,5
10,3501,5
10,2997,4
10,1259,3
10,1831,5
10,3363,5
10,588,4
10,3439,2
10,589,4
10,1690,4
10,3296,4
10,223,2
10,150,5
10,2497,4
10,2,5
10,7,4
10,2136,4
10,2137,4
10,802,5
10,2138,3
10,2067,3
10,1265,5
10,1339,5
10,1196,5
10,590,5
10,1197,5
10,1198,5
10,2640,5
10,592,4
10,2716,4
10,2717,4
10,2571,5
10,596,4
10,3447,5
10,1918,3
10,2140,5
10,2072,4
10,1270,4
10,1271,5
10,2077,3
10,2078,4
10,743,3
10,1278,5
10,745,5
10,3525,2
10,1921,4
10,1927,3
10,3388,3
10,1784,5
10,316,5
10,318,4
10,248,5
10,2081,5
10,2082,3
10,1282,5
10,1356,5
10,1283,3
10,1357,5
10,1286,5
10,1287,3
10,2804,5
10,2662,4
10,3466,5
10,3100,3
10,2300,5
10,253,5
10,2599,5
10,2302,5
10,329,5
10,3034,4
10,3108,5
10,186,3
10,2090,4
10,3039,4
10,902,5
10,830,5
10,2093,4
10,1291,5
10,904,4
10,2094,4
10,1292,5
10,1293,4
10,2096,5
10,1294,4
10,3471,5
10,2746,5
10,1009,5
10,1948,4
10,333,3
10,2312,5
10,339,5
10,1513,3
10,2316,4
10,1517,3
10,1371,4
10,2174,5
10,1372,4
10,912,3
10,913,3
10,1374,4
10,1375,4
10,1376,4
10,916,5
10,919,5
10,3481,4
10,1015,3
10,1016,5
10,1954,3
10,1959,5
10,344,4
10,24,3
10,275,4
10,2324,5
10,2252,5
10,277,3
10,1380,5
10,920,5
10,924,3
10,3701,3
10,3702,3
10,780,5
10,926,4
10,784,3
10,858,3
10,2762,5
10,1961,5
10,1025,4
10,2693,5
10,1028,5
10,1967,5
10,351,4
10,282,5
10,356,5
10,357,5
10,2336,5
10,3066,2
10,2193,5
10,932,2
10,1394,3
10,938,4
10,1101,4
10,1030,3
10,1104,4
10,1032,4
10,2918,5
10,435,4
10,292,4
10,367,4
10,3072,4
10,48,4
10,1544,4
10,1617,3
10,3723,4
10,1042,5
10,2858,3
10,3153,2
10,3155,5
10,953,5
10,3809,5
10,2863,4
10,3593,4
10,2791,4
10,1129,4
10,2797,5
10,1059,5
10,2501,5
10,527,4
10,62,5
10,3309,3
10,1633,4
10,3095,4
10,2294,4
10,3097,5
10,1566,3
10,1639,2
10,3099,3
10,2000,5
10,963,5
10,2001,4
10,1200,5
10,3671,4
10,1203,3
10,2005,4
10,1204,4
10,969,3
10,2872,4
10,2946,3
10,898,4
10,2874,5
10,1136,4
10,539,5
10,2371,4
10,3175,5
10,2375,4
10,2378,3
10,971,5
10,3751,5
10,1210,4
10,1214,4
10,2018,4
10,3688,3
10,2959,3
10,542,4
10,543,4
10,1079,5
10,3252,3
10,1721,3
10,3255,4
10,2453,4
10,1653,5
10,2529,4
10,3259,5
10,1584,5
10,3189,4
10,116,3
10,1586,4
10,1220,4
10,1221,3
10,1223,5
10,1225,4
10,1080,5
10,2967,4
10,2968,4
10,551,3
10,1084,4
10,480,4
10,1088,5
10,3408,4
10,3264,3
10,3194,4
10,2393,4
10,2398,5
10,2100,5
10,1302,5
10,1230,4
10,2033,3
10,1233,4
10,2108,5
10,2109,4
10,1091,3
10,1097,5
10,2470,5
10,2617,4
10,203,4
10,208,4
10,2111,4
10,2040,4
10,2041,3
10,2115,5
10,3928,4
10,2043,5
10,1243,5
10,2046,4
10,2047,4
10,1247,3
11,1682,1
11,216,4
11,2997,4
11,1259,3
11,1188,4
11,2706,2
11,586,1
11,587,3
11,2639,2
11,2136,1
11,2710,3
11,663,4
11,590,3
11,1197,5
11,2712,1
11,1198,4
11,1916,4
11,597,3
11,3448,4
11,1777,4
11,1784,5
11,246,4
11,249,3
11,1358,5
11,1288,4
11,3608,4
11,2806,1
11,3396,1
11,3101,1
11,2598,1
11,2302,4
11,3105,5
11,3107,3
11,2306,1
11,764,5
11,333,4
11,1441,3
11,342,3
11,345,4
11,272,2
11,2321,3
11,2325,3
11,3129,4
11,2329,5
11,784,2
11,2907,2
11,2762,5
11,788,1
11,2766,4
11,357,1
11,36,3
11,1461,1
11,1394,4
11,2918,5
11,3146,3
11,3148,4
11,1546,4
11,1042,2
11,440,2
11,441,3
11,515,3
11,2355,1
11,2359,2
11,2791,4
11,2795,5
11,1059,4
11,454,2
11,1701,4
11,3160,4
11,2507,1
11,1498,3
11,608,5
11,3176,3
11,1573,1
11,3178,4
11,104,5
11,2883,3
11,2959,5
11,543,5
11,3182,1
11,85,1
11,986,1
11,1080,4
11,551,3
11,480,4
11,481,5
11,1089,5
11,1665,2
11,2396,2
11,2106,3
11,2109,5
11,1307,3
11,1747,3
12,1252,3
12,1193,4
12,593,5
12,813,3
12,3897,4
12,2804,5
12,919,5
12,923,5
12,858,5
12,111,5
12,1221,5
12,1303,4
12,1233,3
12,999,4
12,2616,1
12,3785,3
13,2987,3
13,2628,3
13,1259,4
13,1690,3
13,2,3
13,2135,3
13,1196,5
13,590,4
13,1197,4
13,736,4
13,1198,5
13,2640,3
13,592,3
13,2571,5
13,165,3
13,316,3
13,318,4
13,1429,3
13,1356,4
13,1287,5
13,329,4
13,3036,3
13,1291,4
13,3479,4
13,260,5
13,1372,4
13,1374,4
13,1377,3
13,919,4
13,2822,3
13,2686,4
13,21,3
13,349,3
13,1527,4
13,3494,2
13,421,5
13,1393,3
13,2916,3
13,434,3
13,1610,3
13,3070,1
13,2414,2
13,296,4
13,1479,3
13,50,4
13,952,3
13,1127,4
13,1129,3
13,380,3
13,60,2
13,459,3
13,2005,2
13,2006,3
13,1204,5
13,2871,3
13,2370,4
13,3175,3
13,1210,4
13,1073,3
13,3256,3
13,1580,4
13,110,4
13,1587,3
13,2968,3
13,3699,3
13,552,3
13,480,4
13,2105,3
13,1233,3
13,1097,5
13,3418,3
13,2470,3
13,2617,3
13,2046,4
14,3354,3
14,2997,5
14,2572,1
14,2731,4
14,3033,4
14,3623,3
14,2826,2
14,2762,5
14,2692,4
14,2694,1
14,1968,2
14,3578,4
14,296,5
14,2920,5
14,2858,3
14,3081,4
14,608,1
14,1225,4
14,2396,4
14,2976,3
15,3421,4
15,3354,2
15,2126,3
15,2058,3
15,2997,2
15,653,2
15,2702,1
15,2706,4
15,1909,4
15,2567,4
15,2496,3
15,3948,3
15,1265,3
15,805,4
15,733,3
15,1196,4
15,2712,3
15,1198,4
15,593,4
15,1840,2
15,2571,4
15,300,4
15,2719,3
15,1777,3
15,161,4
15,1411,3
15,1343,3
15,1271,3
15,2581,3
15,1783,2
15,318,4
15,1422,4
15,3461,4
15,3535,2
15,2302,3
15,1500,3
15,3105,3
15,257,3
15,3108,4
15,2161,2
15,832,4
15,2676,3
15,260,4
15,3113,4
15,266,4
15,1370,4
15,3623,3
15,3624,4
15,2826,4
15,1883,3
15,1885,2
15,2688,3
15,344,4
15,2321,2
15,1527,4
15,2188,3
15,780,2
15,2762,4
15,2763,3
15,788,3
15,2764,3
15,2694,4
15,3499,4
15,1968,4
15,32,3
15,356,4
15,357,1
15,2268,4
15,2840,4
15,2841,4
15,3717,3
15,2916,4
15,2770,1
15,500,4
15,3578,5
15,434,3
15,1610,4
15,367,4
15,368,3
15,47,4
15,1615,3
15,296,3
15,3147,4
15,2273,3
15,1617,3
15,2278,2
15,3723,4
15,2858,4
15,50,4
15,2424,3
15,3081,3
15,3155,4
15,2427,2
15,1485,3
15,1487,4
15,524,4
15,380,3
15,2501,4
15,527,4
15,1702,3
15,457,4
15,2506,2
15,2433,4
15,1704,4
15,1639,2
15,2001,4
15,2002,3
15,2006,4
15,539,4
15,3247,2
15,1644,3
15,3176,4
15,3178,4
15,104,4
15,1210,4
15,3753,5
15,3755,3
15,2882,3
15,3256,4
15,1580,2
15,110,5
15,1729,2
15,2387,2
15,2389,4
15,2961,3
15,480,4
15,2605,3
15,3408,4
15,1732,3
15,2391,3
15,2394,4
15,2396,4
15,1597,4
15,3773,2
15,1810,4
15,3418,3
15,2617,1
15,1672,4
15,2115,4
16,2555,2
16,2629,2
16,1682,4
16,2701,2
16,2568,1
16,3004,3
16,1269,4
16,2713,2
16,1911,3
16,3516,3
16,3016,2
16,2720,1
16,2722,2
16,2723,2
16,2724,4
16,2581,4
16,2805,3
16,266,2
16,2828,1
16,2761,4
16,2699,5
16,2856,1
16,2355,5
16,3175,4
16,2888,3
16,2392,2
16,2394,5
16,2975,5
17,2553,4
17,2554,3
17,3932,3
17,1253,5
17,2058,3
17,3503,5
17,223,4
17,1408,5
17,1265,5
17,1193,5
17,3510,4
17,1196,5
17,590,4
17,2640,4
17,595,5
17,2571,4
17,1779,2
17,163,4
17,164,4
17,2140,4
17,1343,4
17,1270,5
17,1274,5
17,1921,4
17,1923,4
17,3457,3
17,2657,5
17,316,4
17,318,5
17,247,5
17,1356,4
17,750,5
17,1284,5
17,1358,4
17,2662,5
17,2663,3
17,2599,3
17,329,3
17,3033,4
17,3108,3
17,2093,4
17,260,5
17,3114,5
17,198,4
17,913,5
17,1374,4
17,1376,5
17,3624,4
17,2752,4
17,3484,2
17,1019,5
17,340,3
17,24,3
17,1527,5
17,924,5
17,3701,4
17,3702,3
17,3703,5
17,2901,4
17,3704,4
17,2908,3
17,3638,2
17,32,5
17,428,5
17,1601,3
17,356,5
17,34,5
17,2407,4
17,2268,4
17,1396,3
17,3713,4
17,2916,5
17,503,2
17,293,5
17,3070,5
17,1614,5
17,3148,5
17,2346,3
17,1624,3
17,3156,4
17,2355,4
17,2282,4
17,2287,4
17,2288,4
17,1127,4
17,3300,4
17,527,4
17,454,4
17,529,4
17,457,5
17,1704,4
17,1635,4
17,1200,4
17,968,4
17,1206,5
17,2009,3
17,1069,4
17,76,4
17,3175,5
17,1573,2
17,3751,4
17,1210,4
17,3827,4
17,1213,4
17,3755,3
17,1214,5
17,1215,4
17,610,4
17,541,5
17,1077,5
17,3256,4
17,2527,4
17,2454,2
17,2528,3
17,2455,4
17,1580,4
17,110,4
17,2529,4
17,1729,4
17,2021,5
17,2028,5
17,480,4
17,628,4
17,3334,3
17,2533,3
17,3267,4
17,3269,3
17,2396,4
17,1301,5
17,2105,4
17,707,4
17,1097,3
17,2613,3
17,3417,5
17,2542,4
17,3418,4
17,496,3
17,2549,3
17,1748,5
17,1240,5
17,2116,4
17,2117,4
17,2046,4
17,2985,5
18,2987,5
18,2989,5
18,2622,5
18,648,4
18,2628,4
18,1688,4
18,2123,3
18,2052,3
18,3793,5
18,1185,5
18,1259,5
18,653,3
18,586,4
18,3438,2
18,1907,5
18,3439,1
18,1690,1
18,222,3
18,158,4
18,2133,3
18,2137,5
18,1408,5
18,3877,1
18,2139,5
18,1193,4
18,590,4
18,3440,1
18,1198,5
18,595,5
18,596,4
18,2718,2
18,3448,4
18,232,4
18,2140,4
18,1411,5
18,2143,5
18,2145,3
18,1271,5
18,1274,5
18,741,5
18,3889,1
18,2078,4
18,3526,3
18,3527,2
18,313,4
18,1784,4
18,2080,5
18,2081,5
18,2083,5
18,1282,5
18,2085,4
18,2087,4
18,2089,4
18,2807,1
18,3396,5
18,3397,5
18,3398,5
18,3399,4
18,327,3
18,3034,5
18,3108,4
18,2161,5
18,902,5
18,2093,3
18,1291,5
18,2096,5
18,838,4
18,839,1
18,1005,1
18,1873,5
18,3479,5
18,405,1
18,1876,3
18,260,5
18,17,4
18,2248,4
18,1378,4
18,919,5
18,2826,4
18,778,5
18,1882,1
18,1956,4
18,2253,1
18,920,5
18,1527,4
18,3703,5
18,1387,4
18,3705,3
18,783,3
18,1022,5
18,1960,5
18,2763,3
18,2764,4
18,1025,4
18,3494,4
18,421,4
18,1028,5
18,1029,4
18,1967,5
18,1968,5
18,2402,2
18,34,5
18,1606,2
18,2194,4
18,2268,4
18,1396,4
18,2916,3
18,1032,4
18,3578,4
18,434,2
18,364,5
18,291,1
18,44,4
18,367,4
18,368,3
18,47,1
18,296,5
18,1544,3
18,2348,3
18,940,4
18,2278,3
18,3723,4
18,2858,5
18,1049,1
18,50,5
18,2421,1
18,1552,1
18,2355,5
18,3668,3
18,2797,4
18,380,3
18,527,5
18,454,3
18,1702,4
18,1635,1
18,1562,1
18,2294,4
18,1639,4
18,2000,4
18,2002,4
18,1499,1
18,1201,4
18,2005,5
18,2006,3
18,2872,5
18,2947,5
18,2948,5
18,532,1
18,1711,4
18,1643,5
18,2375,4
18,2014,2
18,2953,1
18,1215,5
18,2019,5
18,2959,4
18,546,2
18,2450,1
18,1721,4
18,475,4
18,3255,4
18,3257,2
18,1580,5
18,2020,5
18,2021,4
18,2025,2
18,2893,2
18,3698,3
18,551,5
18,555,4
18,1089,5
18,1804,3
18,485,2
18,1805,4
18,1732,3
18,95,1
18,1591,1
18,3269,4
18,1739,1
18,3911,1
18,2100,4
18,1234,5
18,1094,4
18,1097,5
18,493,3
18,2542,4
18,2616,4
18,2617,1
18,1678,5
18,208,1
18,2115,5
18,2042,1
18,1240,5
18,2116,4
18,1242,5
18,1246,5
19,2989,4
19,2622,5
19,648,3
19,2628,3
19,1682,4
19,1756,4
19,3930,3
19,3863,4
19,3793,4
19,2991,5
19,720,5
19,1258,5
19,2700,4
19,2707,4
19,2490,2
19,588,4
19,2638,4
19,1909,4
19,2568,3
19,223,5
19,1,5
19,1407,4
19,1261,5
19,2064,3
19,1265,4
19,733,5
19,2710,3
19,1197,4
19,1198,4
19,2713,2
19,2640,3
19,592,4
19,593,5
19,594,3
19,2716,4
19,595,3
19,2717,5
19,2644,4
19,2571,4
19,596,4
19,2719,3
19,2646,2
19,2647,2
19,2574,3
19,1772,4
19,2648,4
19,2649,1
19,165,5
19,1340,3
19,1345,3
19,741,2
19,1275,5
19,2078,5
19,1278,5
19,2720,1
19,2653,1
19,1350,4
19,2080,4
19,2081,3
19,1282,3
19,2085,4
19,2087,4
19,3461,4
19,1792,3
19,2599,4
19,329,5
19,2160,2
19,1431,2
19,1291,4
19,2096,3
19,3471,2
19,2746,4
19,405,1
19,10,5
19,260,3
19,3114,4
19,17,4
19,1370,4
19,1371,2
19,1372,4
19,1374,5
19,1375,3
19,919,4
19,2683,4
19,2687,4
19,2321,4
19,2324,5
19,1527,3
19,3633,5
19,3635,5
19,858,4
19,785,4
19,2761,2
19,1022,3
19,2762,5
19,3638,4
19,2836,4
19,3639,4
19,1025,3
19,2692,5
19,420,4
19,2694,4
19,1029,4
19,32,4
19,34,3
19,1608,3
19,2338,2
19,2195,3
19,2841,5
19,1036,5
19,364,3
19,1610,2
19,2414,3
19,368,2
19,47,4
19,879,1
19,2782,2
19,2858,5
19,2789,3
19,3081,4
19,377,4
19,3082,5
19,2353,3
19,2355,5
19,2860,5
19,3596,5
19,1997,5
19,527,3
19,2502,4
19,2366,4
19,2367,2
19,2296,3
19,2002,5
19,1200,3
19,3744,4
19,1206,4
19,2948,5
19,2949,4
19,76,1
19,1645,4
19,2376,4
19,1210,4
19,3752,4
19,1214,2
19,1219,5
19,2959,5
19,1148,4
19,3325,2
19,2527,3
19,1580,5
19,110,4
19,111,4
19,1584,3
19,2021,3
19,1080,3
19,2600,1
19,3409,2
19,3264,4
19,2394,5
19,1597,3
19,2103,2
19,1301,3
19,1307,4
19,1234,5
19,1090,3
19,1097,3
19,3273,3
19,3928,2
20,648,4
20,3863,3
20,589,4
20,1694,3
20,2641,4
20,1912,5
20,3527,4
20,1923,4
20,1371,4
20,1375,3
20,1527,5
20,3717,2
20,3578,5
20,1617,5
20,2858,4
20,2028,4
21,2987,3
21,2700,5
21,2701,3
21,3000,5
21,1,3
21,596,1
21,1274,3
21,2800,4
21,3704,4
21,2761,3
21,2355,3
21,2294,3
21,1645,1
21,1210,5
21,2018,1
21,3268,3
21,2394,1
22,2987,4
22,648,2
22,3358,3
22,1754,3
22,216,2
22,1687,3
22,2122,3
22,2054,2
22,1253,4
22,3868,5
22,586,3
22,3438,2
22,589,4
22,223,4
22,2133,3
22,2134,2
22,1405,3
22,1261,4
22,2064,4
22,1408,3
22,2138,4
22,2139,4
22,1265,4
22,733,4
22,663,3
22,1197,3
22,736,2
22,2716,4
22,230,2
22,231,3
22,161,3
22,3016,3
22,3017,3
22,2072,4
22,1347,2
22,818,4
22,3450,3
22,1921,4
22,3526,4
22,3527,4
22,1923,3
22,678,4
22,3388,2
22,318,5
22,173,3
22,2081,2
22,1425,3
22,3896,2
22,1282,4
22,1358,4
22,3608,4
22,3535,2
22,180,4
22,256,2
22,3033,4
22,3107,3
22,185,2
22,2163,3
22,3039,3
22,1291,4
22,908,4
22,2671,2
22,2746,4
22,330,3
22,10,3
22,1876,1
22,333,3
22,3113,1
22,16,4
22,1441,2
22,1370,3
22,1517,4
22,2174,4
22,2249,4
22,1377,1
22,771,5
22,919,3
22,849,3
22,2826,3
22,1953,2
22,1882,1
22,1883,2
22,1884,4
22,3120,3
22,344,2
22,2320,3
22,2324,5
22,1385,2
22,780,3
22,2189,4
22,1020,2
22,784,4
22,858,4
22,786,1
22,2762,4
22,2763,2
22,353,1
22,32,4
22,3208,3
22,2406,3
22,1606,3
22,39,2
22,1608,1
22,2338,1
22,2265,4
22,2193,4
22,1391,4
22,2195,4
22,2916,4
22,500,3
22,798,1
22,799,2
22,1036,4
22,3578,5
22,1974,3
22,1037,1
22,292,3
22,2416,3
22,368,4
22,47,4
22,296,3
22,2273,1
22,1544,1
22,2348,4
22,1476,3
22,1479,2
22,1047,4
22,442,2
22,2423,3
22,377,1
22,1625,3
22,1552,2
22,1485,1
22,3660,4
22,3661,4
22,3809,4
22,2791,4
22,1991,2
22,1127,4
22,2794,3
22,2795,4
22,1994,4
22,2797,3
22,380,4
22,3160,4
22,65,3
22,2291,4
22,2003,3
22,2004,3
22,1136,4
22,532,4
22,70,4
22,466,3
22,2371,3
22,3247,2
22,2374,3
22,2376,3
22,2011,4
22,2012,3
22,1210,3
22,3826,1
22,3753,3
22,1214,4
22,1215,4
22,610,4
22,1073,3
22,542,3
22,543,4
22,546,2
22,473,2
22,474,3
22,2450,3
22,81,4
22,3255,2
22,3257,1
22,3258,3
22,111,4
22,3835,2
22,1225,5
22,1080,4
22,3698,4
22,480,2
22,555,4
22,1089,4
22,485,4
22,3267,3
22,2393,1
22,2395,4
22,2396,2
22,2100,2
22,3917,4
22,2108,3
22,1091,2
22,1097,3
22,2542,4
22,2617,3
22,1673,4
22,1676,4
22,208,2
22,2985,2
23,1248,2
23,1249,5
23,1179,3
23,648,4
23,2554,3
23,2628,4
23,3358,3
23,1320,2
23,3793,4
23,1252,3
23,720,4
23,2997,5
23,1258,4
23,3503,3
23,3505,4
23,1189,3
23,3507,3
23,3435,4
23,659,2
23,1909,3
23,1690,5
23,3000,4
23,1,4
23,2,2
23,2202,3
23,6,3
23,1407,2
23,3510,4
23,1267,4
23,661,2
23,1269,2
23,2712,5
23,2640,5
23,1199,3
23,592,3
23,2641,3
23,2642,1
23,595,3
23,1845,3
23,161,2
23,2140,2
23,1343,2
23,1274,3
23,3521,1
23,2722,3
23,748,3
23,2726,4
23,2657,4
23,316,3
23,319,2
23,1356,4
23,750,4
23,2808,3
23,3396,3
23,3101,2
23,2599,4
23,3104,4
23,1500,4
23,3108,4
23,2160,4
23,187,3
23,903,3
23,904,3
23,908,3
23,3618,3
23,3474,3
23,1009,2
23,3479,3
23,1876,1
23,260,5
23,11,2
23,2311,4
23,2241,3
23,3044,3
23,196,4
23,1517,4
23,911,5
23,2174,4
23,1372,3
23,1375,3
23,915,3
23,1376,4
23,3624,3
23,1019,2
23,3489,2
23,21,4
23,2322,3
23,3052,5
23,29,3
23,2253,2
23,1527,5
23,3700,4
23,2259,2
23,924,2
23,3701,3
23,3702,1
23,780,4
23,3703,2
23,2901,5
23,1388,3
23,3634,2
23,858,5
23,3638,5
23,788,3
23,1965,4
23,1967,2
23,2699,2
23,34,3
23,357,1
23,2407,3
23,2193,2
23,2268,3
23,2916,5
23,3578,4
23,431,3
23,2411,2
23,1610,3
23,293,2
23,3070,3
23,45,4
23,367,3
23,47,2
23,3147,2
23,1617,2
23,2278,3
23,2858,4
23,442,3
23,50,4
23,52,4
23,377,5
23,1625,4
23,951,3
23,2288,3
23,3809,4
23,521,2
23,1994,4
23,2797,4
23,1997,3
23,2502,3
23,457,3
23,2000,4
23,3740,5
23,1200,3
23,2005,1
23,968,4
23,2009,4
23,608,4
23,2511,3
23,70,4
23,1645,3
23,2011,4
23,2012,4
23,1212,3
23,1215,4
23,610,5
23,1218,5
23,1219,3
23,1148,3
23,1077,4
23,2527,5
23,2454,4
23,2528,4
23,2455,4
23,1653,3
